ID,NAME
371,Encounter
372,\ACT\Medications\
374,Encounter
375,\ACT\Medications\
377,Encounter
378,\ACT\Medications\
380,Encounter
381,\ACT\Medications\
383,Encounter
384,\ACT\Medications\
386,Encounter
387,\ACT\Medications\
389,Encounter
390,\ACT\Medications\
392,Encounter
393,\ACT\Medications\
395,Encounter
396,\ACT\Medications\
398,Encounter
399,\ACT\Medications\
401,Encounter
402,\ACT\Medications\
404,Encounter
405,\ACT\Medications\
407,Encounter
408,\ACT\Medications\
410,Encounter
411,\ACT\Medications\
413,Encounter
414,\ACT\Medications\
416,Encounter
417,\ACT\Medications\
419,Encounter
420,\ACT\Medications\
422,Encounter
423,\ACT\Medications\
425,Encounter
426,\ACT\Medications\
428,Encounter
429,\ACT\Medications\
431,Encounter
432,\ACT\Medications\
434,Encounter
435,\ACT\Medications\
437,Encounter
438,\ACT\Medications\
440,Encounter
441,\ACT\Medications\
443,Encounter
444,\ACT\Medications\
446,Encounter
447,\ACT\Medications\
449,Encounter
450,\ACT\Medications\
452,Encounter
453,\ACT\Medications\
455,Encounter
456,\ACT\Medications\
458,Encounter
459,\ACT\Medications\
461,Encounter
462,\ACT\Medications\
464,Encounter
465,\ACT\Medications\
467,Encounter
468,\ACT\Medications\
470,Encounter
471,\ACT\Medications\
473,Encounter
474,\ACT\Medications\
476,Encounter
477,\ACT\Medications\
479,Encounter
480,\ACT\Medications\
482,Encounter
483,\ACT\Medications\
485,Encounter
486,\ACT\Medications\
488,Encounter
489,\ACT\Medications\
491,Encounter
492,\ACT\Medications\
494,Encounter
495,\ACT\Medications\
497,Encounter
498,\ACT\Medications\
500,Encounter
501,\ACT\Medications\
503,Encounter
504,\ACT\Medications\
506,Encounter
507,\ACT\Medications\
509,Encounter
510,\ACT\Medications\
512,Encounter
513,\ACT\Medications\
515,Encounter
516,\ACT\Medications\
518,Encounter
519,\ACT\Medications\
521,Encounter
522,\ACT\Medications\
524,Encounter
525,\ACT\Medications\
527,Encounter
528,\ACT\Medications\
530,Encounter
531,\ACT\Medications\
533,Encounter
534,\ACT\Medications\
536,Encounter
537,\ACT\Medications\
539,Encounter
540,\ACT\Medications\
542,Encounter
543,\ACT\Medications\
545,Encounter
546,\ACT\Medications\
548,Encounter
549,\ACT\Medications\
551,Encounter
552,\ACT\Medications\
554,Encounter
555,\ACT\Medications\
557,Encounter
558,\ACT\Medications\
560,Encounter
561,\ACT\Medications\
563,Encounter
564,\ACT\Medications\
566,Encounter
567,\ACT\Medications\
569,Encounter
570,\ACT\Medications\
572,Encounter
573,\ACT\Medications\
575,Encounter
576,\ACT\Medications\
578,Encounter
579,\ACT\Medications\
581,Encounter
582,\ACT\Medications\
584,Encounter
585,\ACT\Medications\
587,Encounter
588,\ACT\Medications\
590,Encounter
591,\ACT\Medications\
593,Encounter
594,\ACT\Medications\
596,Encounter
597,\ACT\Medications\
599,Encounter
600,\ACT\Medications\
602,Encounter
603,\ACT\Medications\
605,Encounter
606,\ACT\Medications\
608,Encounter
609,\ACT\Medications\
611,Encounter
612,\ACT\Medications\
614,Encounter
615,\ACT\Medications\
617,Encounter
618,\ACT\Medications\
620,Encounter
621,\ACT\Medications\
623,Encounter
624,\ACT\Medications\
626,Encounter
627,\ACT\Medications\
629,Encounter
630,\ACT\Medications\
632,Encounter
633,\ACT\Medications\
635,Encounter
636,\ACT\Medications\
638,Encounter
639,\ACT\Medications\
641,Encounter
642,\ACT\Medications\
644,Encounter
645,\ACT\Medications\
647,Encounter
648,\ACT\Medications\
650,Encounter
651,\ACT\Medications\
653,Encounter
654,\ACT\Medications\
656,Encounter
657,\ACT\Medications\
659,Encounter
660,\ACT\Medications\
662,Encounter
663,\ACT\Medications\
665,Encounter
666,\ACT\Medications\
668,Encounter
669,\ACT\Medications\
671,Encounter
672,\ACT\Medications\
674,Encounter
675,\ACT\Medications\
677,Encounter
678,\ACT\Medications\
680,Encounter
681,\ACT\Medications\
683,Encounter
684,\ACT\Medications\
686,Encounter
687,\ACT\Medications\
689,Encounter
690,\ACT\Medications\
692,Encounter
693,\ACT\Medications\
695,Encounter
696,\ACT\Medications\
698,Encounter
699,\ACT\Medications\
701,Encounter
702,\ACT\Medications\
704,Encounter
705,\ACT\Medications\
707,Encounter
708,\ACT\Medications\
710,Encounter
711,\ACT\Medications\
713,Encounter
714,\ACT\Medications\
716,Encounter
717,\ACT\Medications\
719,Encounter
720,\ACT\Medications\
722,Encounter
723,\ACT\Medications\
725,Encounter
726,\ACT\Medications\
728,Encounter
729,\ACT\Medications\
731,Encounter
732,\ACT\Medications\
734,Encounter
735,\ACT\Medications\
737,Encounter
738,\ACT\Medications\
740,Encounter
741,\ACT\Medications\
743,Encounter
744,\ACT\Medications\
746,Encounter
747,\ACT\Medications\
749,Encounter
750,\ACT\Medications\
752,Encounter
753,\ACT\Medications\
755,Encounter
756,\ACT\Medications\
758,Encounter
759,\ACT\Medications\
761,Encounter
762,\ACT\Medications\
764,Encounter
765,\ACT\Medications\
767,Encounter
768,\ACT\Medications\
770,Encounter
771,\ACT\Medications\
773,Encounter
774,\ACT\Medications\
776,Encounter
777,\ACT\Medications\
779,Encounter
780,\ACT\Medications\
782,Encounter
783,\ACT\Medications\
785,Encounter
786,\ACT\Medications\
788,Encounter
789,\ACT\Medications\
791,Encounter
792,\ACT\Medications\
794,Encounter
795,\ACT\Medications\
797,Encounter
798,\ACT\Medications\
800,Encounter
801,\ACT\Medications\
803,Encounter
804,\ACT\Medications\
806,Encounter
807,\ACT\Medications\
809,Encounter
810,\ACT\Medications\
812,Encounter
813,\ACT\Medications\
815,Encounter
816,\ACT\Medications\
818,Encounter
819,\ACT\Medications\
821,Encounter
822,\ACT\Medications\
824,Encounter
825,\ACT\Medications\
827,Encounter
828,\ACT\Medications\
830,Encounter
831,\ACT\Medications\
833,Encounter
834,\ACT\Medications\
836,Encounter
837,\ACT\Medications\
839,Encounter
840,\ACT\Medications\
842,Encounter
843,\ACT\Medications\
845,Encounter
846,\ACT\Medications\
848,Encounter
849,\ACT\Medications\
851,Encounter
852,\ACT\Medications\
854,Encounter
855,\ACT\Medications\
857,Encounter
858,\ACT\Medications\
860,Encounter
861,\ACT\Medications\
863,Encounter
864,\ACT\Medications\
866,Encounter
867,\ACT\Medications\
869,Encounter
870,\ACT\Medications\
872,Encounter
873,\ACT\Medications\
875,Encounter
876,\ACT\Medications\
878,Encounter
879,\ACT\Medications\
881,Encounter
882,\ACT\Medications\
884,Encounter
885,\ACT\Medications\
887,Encounter
888,\ACT\Medications\
890,Encounter
891,\ACT\Medications\
893,Encounter
894,\ACT\Medications\
896,Encounter
897,\ACT\Medications\
899,Encounter
900,\ACT\Medications\
